country	subset	label	treatment	block	legume	richness	date (additional dates below!)	species	species name	Biomass (g dryweight)	Individuals survived (at least partly green) (#)	timing	remark
FR	within	C-KNRTUV	C	1	0	6	25.06.2014	T	CH Dactylis	4,96	3	pre	
FR	within	C-KNRTUV	C	1	0	6	25.06.2014	U	TR Dactylis	6,08	3	pre	
FR	within	C-KNRTUV	C	1	0	6	25.06.2014	V	UA Dactylis	4,88	3	pre	
FR	within	C-K	C	1	0	1	25.06.2014	K	AT Dactylis	13,86	18	pre	
FR	within	C-LRS	C	1	0	3	25.06.2014	L	BE Dactylis	8,62	6	pre	
FR	within	C-LRS	C	1	0	3	25.06.2014	R	ES Dactylis	11,09	6	pre	
FR	within	C-LRS	C	1	0	3	25.06.2014	S	SE Dactylis	6,69	6	pre	
FR	within	C-MNOPSU	C	1	0	6	25.06.2014	M	UK Dactylis	9,51	3	pre	
FR	within	C-MNOPSU	C	1	0	6	25.06.2014	N	FR Dactylis	5,42	3	pre	
FR	within	C-MNOPSU	C	1	0	6	25.06.2014	O	DE Dactylis	4,98	3	pre	
FR	within	C-MNOPSU	C	1	0	6	25.06.2014	P	HU Dactylis	1,8	3	pre	
FR	within	C-MNOPSU	C	1	0	6	25.06.2014	S	SE Dactylis	2,18	3	pre	
FR	within	C-MNOPSU	C	1	0	6	25.06.2014	U	TR Dactylis	8,81	3	pre	
FR	within	C-U	C	1	0	1	25.06.2014	U	TR Dactylis	33,4	18	pre	
FR	within	C-KPS	C	1	0	3	25.06.2014	K	AT Dactylis	1,49	6	pre	
FR	within	C-KPS	C	1	0	3	25.06.2014	P	HU Dactylis	11,54	6	pre	
FR	within	C-KPS	C	1	0	3	25.06.2014	S	SE Dactylis	2,05	6	pre	
FR	within	C-L	C	1	0	1	25.06.2014	L	BE Dactylis	32,45	18	pre	
FR	within	C-M	C	1	0	1	25.06.2014	M	UK Dactylis	20,55	18	pre	
FR	within	C-KLMQRT	C	1	0	6	25.06.2014	K	AT Dactylis	0,37	3	pre	
FR	within	C-KLMQRT	C	1	0	6	25.06.2014	L	BE Dactylis	2,73	3	pre	
FR	within	C-KLMQRT	C	1	0	6	25.06.2014	M	UK Dactylis	2,69	3	pre	
FR	within	C-KLMQRT	C	1	0	6	25.06.2014	Q	IT Dactylis	6,47	3	pre	
FR	within	C-KLMQRT	C	1	0	6	25.06.2014	R	ES Dactylis	5,6	3	pre	
FR	within	C-KLMQRT	C	1	0	6	25.06.2014	T	CH Dactylis	3,79	3	pre	
FR	within	C-LPT	C	1	0	3	25.06.2014	L	BE Dactylis	14,41	6	pre	
FR	within	C-LPT	C	1	0	3	25.06.2014	P	HU Dactylis	12,23	6	pre	
FR	within	C-LPT	C	1	0	3	25.06.2014	T	CH Dactylis	6,88	6	pre	
FR	within	D-N	D	2	0	1	25.06.2014	N	FR Dactylis	26,82	18	pre	
FR	within	D-KNPQTV	D	2	0	6	25.06.2014	K	AT Dactylis	1,12	3	pre	
FR	within	D-KNPQTV	D	2	0	6	25.06.2014	N	FR Dactylis	3,67	3	pre	
FR	within	D-KNPQTV	D	2	0	6	25.06.2014	P	HU Dactylis	7,89	3	pre	
FR	within	D-KNPQTV	D	2	0	6	25.06.2014	Q	IT Dactylis	13,02	3	pre	
FR	within	D-KNPQTV	D	2	0	6	25.06.2014	T	CH Dactylis	5,85	3	pre	
FR	within	D-KNPQTV	D	2	0	6	25.06.2014	V	UA Dactylis	4,51	3	pre	
FR	within	D-LPT	D	2	0	3	25.06.2014	L	BE Dactylis	12,79	6	pre	
FR	within	D-LPT	D	2	0	3	25.06.2014	P	HU Dactylis	18,66	6	pre	
FR	within	D-LPT	D	2	0	3	25.06.2014	T	CH Dactylis	11,48	6	pre	
FR	within	D-R	D	2	0	1	25.06.2014	R	ES Dactylis	38,78	18	pre	
FR	within	D-LMOPSV	D	2	0	6	25.06.2014	L	BE Dactylis	12,24	3	pre	
FR	within	D-LMOPSV	D	2	0	6	25.06.2014	M	UK Dactylis	1,62	3	pre	
FR	within	D-LMOPSV	D	2	0	6	25.06.2014	O	DE Dactylis	4,79	3	pre	
FR	within	D-LMOPSV	D	2	0	6	25.06.2014	P	HU Dactylis	9,01	3	pre	
FR	within	D-LMOPSV	D	2	0	6	25.06.2014	S	SE Dactylis	1,84	3	pre	
FR	within	D-LMOPSV	D	2	0	6	25.06.2014	V	UA Dactylis	4,1	3	pre	
FR	within	D-Q	D	2	0	1	25.06.2014	Q	IT Dactylis	38,11	18	pre	
FR	within	D-NTV	D	2	0	3	25.06.2014	N	FR Dactylis	10,91	6	pre	
FR	within	D-NTV	D	2	0	3	25.06.2014	T	CH Dactylis	9,11	6	pre	
FR	within	D-NTV	D	2	0	3	25.06.2014	V	UA Dactylis	11,52	6	pre	
FR	within	D-PTU	D	2	0	3	25.06.2014	P	HU Dactylis	11,56	6	pre	
FR	within	D-PTU	D	2	0	3	25.06.2014	T	CH Dactylis	12,97	6	pre	
FR	within	D-PTU	D	2	0	3	25.06.2014	U	TR Dactylis	13,07	6	pre	
FR	within	D-LMPQTU	D	2	0	6	25.06.2014	L	BE Dactylis	4,36	3	pre	
FR	within	D-LMPQTU	D	2	0	6	25.06.2014	M	UK Dactylis	3,58	3	pre	
FR	within	D-LMPQTU	D	2	0	6	25.06.2014	P	HU Dactylis	6,52	3	pre	
FR	within	D-LMPQTU	D	2	0	6	25.06.2014	Q	IT Dactylis	6,91	3	pre	
FR	within	D-LMPQTU	D	2	0	6	25.06.2014	T	CH Dactylis	8,86	3	pre	
FR	within	D-LMPQTU	D	2	0	6	25.06.2014	U	TR Dactylis	4,36	3	pre	
FR	within	D-MRV	D	2	0	3	25.06.2014	M	UK Dactylis	9,25	6	pre	
FR	within	D-MRV	D	2	0	3	25.06.2014	R	ES Dactylis	12,32	6	pre	
FR	within	D-MRV	D	2	0	3	25.06.2014	V	UA Dactylis	11,49	6	pre	
FR	within	D-MNQRTU	D	2	0	6	25.06.2014	M	UK Dactylis	1,71	3	pre	
FR	within	D-MNQRTU	D	2	0	6	25.06.2014	N	FR Dactylis	7,86	3	pre	
FR	within	D-MNQRTU	D	2	0	6	25.06.2014	Q	IT Dactylis	6,24	3	pre	
FR	within	D-MNQRTU	D	2	0	6	25.06.2014	R	ES Dactylis	4,69	3	pre	
FR	within	D-MNQRTU	D	2	0	6	25.06.2014	T	CH Dactylis	4,56	3	pre	
FR	within	D-MNQRTU	D	2	0	6	25.06.2014	U	TR Dactylis	1,75	3	pre	
FR	within	D-U	D	2	0	1	25.06.2014	U	TR Dactylis	24,12	18	pre	
FR	within	C-MNQRTU	C	3	0	6	25.06.2014	M	UK Dactylis	2,5	3	pre	
FR	within	C-MNQRTU	C	3	0	6	25.06.2014	N	FR Dactylis	5,94	3	pre	
FR	within	C-MNQRTU	C	3	0	6	25.06.2014	Q	IT Dactylis	2,87	3	pre	
FR	within	C-MNQRTU	C	3	0	6	25.06.2014	R	ES Dactylis	10,04	3	pre	
FR	within	C-MNQRTU	C	3	0	6	25.06.2014	T	CH Dactylis	8,65	3	pre	
FR	within	C-MNQRTU	C	3	0	6	25.06.2014	U	TR Dactylis	3,25	3	pre	
FR	within	C-Q	C	3	0	1	25.06.2014	Q	IT Dactylis	34,1	18	pre	
FR	within	C-P	C	3	0	1	25.06.2014	P	HU Dactylis	37,58	18	pre	
FR	within	C-PTU	C	3	0	3	25.06.2014	P	HU Dactylis	12,73	6	pre	
FR	within	C-PTU	C	3	0	3	25.06.2014	T	CH Dactylis	16,22	6	pre	
FR	within	C-PTU	C	3	0	3	25.06.2014	U	TR Dactylis	7,39	6	pre	
FR	within	C-KRU	C	3	0	3	25.06.2014	K	AT Dactylis	5,48	6	pre	
FR	within	C-KRU	C	3	0	3	25.06.2014	R	ES Dactylis	18,66	6	pre	
FR	within	C-KRU	C	3	0	3	25.06.2014	U	TR Dactylis	9,84	6	pre	
FR	within	C-T	C	3	0	1	25.06.2014	T	CH Dactylis	35,88	18	pre	
FR	within	C-N	C	3	0	1	25.06.2014	N	FR Dactylis	23,03	18	pre	
FR	within	C-KMO	C	3	0	3	25.06.2014	K	AT Dactylis	2,28	6	pre	
FR	within	C-KMO	C	3	0	3	25.06.2014	M	UK Dactylis	10,44	6	pre	
FR	within	C-KMO	C	3	0	3	25.06.2014	O	DE Dactylis	6,13	6	pre	
FR	within	C-LNORSV	C	3	0	6	25.06.2014	L	BE Dactylis	4,61	3	pre	
FR	within	C-LNORSV	C	3	0	6	25.06.2014	N	FR Dactylis	6,23	3	pre	
FR	within	C-LNORSV	C	3	0	6	25.06.2014	O	DE Dactylis	6,36	3	pre	
FR	within	C-LNORSV	C	3	0	6	25.06.2014	R	ES Dactylis	5,71	3	pre	
FR	within	C-LNORSV	C	3	0	6	25.06.2014	S	SE Dactylis	2,8	3	pre	
FR	within	C-LNORSV	C	3	0	6	25.06.2014	V	UA Dactylis	9,51	3	pre	
FR	within	C-LMOPSV	C	3	0	6	25.06.2014	L	BE Dactylis	5,88	3	pre	
FR	within	C-LMOPSV	C	3	0	6	25.06.2014	M	UK Dactylis	5,14	3	pre	
FR	within	C-LMOPSV	C	3	0	6	25.06.2014	O	DE Dactylis	3,35	3	pre	
FR	within	C-LMOPSV	C	3	0	6	25.06.2014	P	HU Dactylis	4,78	3	pre	
FR	within	C-LMOPSV	C	3	0	6	25.06.2014	S	SE Dactylis	3,82	3	pre	
FR	within	C-LMOPSV	C	3	0	6	25.06.2014	V	UA Dactylis	7,46	3	pre	
FR	within	C-LMS	C	3	0	3	25.06.2014	L	BE Dactylis	18,13	6	pre	
FR	within	C-LMS	C	3	0	3	25.06.2014	M	UK Dactylis	7,55	6	pre	
FR	within	C-LMS	C	3	0	3	25.06.2014	S	SE Dactylis	4,9	6	pre	
FR	within	C-LMPQTU	C	3	0	6	25.06.2014	L	BE Dactylis	6,15	3	pre	
FR	within	C-LMPQTU	C	3	0	6	25.06.2014	M	UK Dactylis	7,93	3	pre	
FR	within	C-LMPQTU	C	3	0	6	25.06.2014	P	HU Dactylis	4,01	3	pre	
FR	within	C-LMPQTU	C	3	0	6	25.06.2014	Q	IT Dactylis	4,07	3	pre	
FR	within	C-LMPQTU	C	3	0	6	25.06.2014	T	CH Dactylis	5,53	3	pre	
FR	within	C-LMPQTU	C	3	0	6	25.06.2014	U	TR Dactylis	3,18	3	pre	
FR	within	D-NQV	D	4	0	3	25.06.2014	N	FR Dactylis	11,59	6	pre	
FR	within	D-NQV	D	4	0	3	25.06.2014	Q	IT Dactylis	8,75	6	pre	
FR	within	D-NQV	D	4	0	3	25.06.2014	V	UA Dactylis	11,08	6	pre	
FR	within	D-KRU	D	4	0	3	25.06.2014	K	AT Dactylis	1,41	6	pre	
FR	within	D-KRU	D	4	0	3	25.06.2014	R	ES Dactylis	9,94	6	pre	
FR	within	D-KRU	D	4	0	3	25.06.2014	U	TR Dactylis	9,97	6	pre	
FR	within	D-NOQ	D	4	0	3	25.06.2014	N	FR Dactylis	11,98	6	pre	
FR	within	D-NOQ	D	4	0	3	25.06.2014	O	DE Dactylis	5,66	6	pre	
FR	within	D-NOQ	D	4	0	3	25.06.2014	Q	IT Dactylis	6,34	6	pre	
FR	within	D-KLMQRT	D	4	0	6	25.06.2014	K	AT Dactylis	0,33	3	pre	
FR	within	D-KLMQRT	D	4	0	6	25.06.2014	L	BE Dactylis	9,64	3	pre	
FR	within	D-KLMQRT	D	4	0	6	25.06.2014	M	UK Dactylis	3,71	3	pre	
FR	within	D-KLMQRT	D	4	0	6	25.06.2014	Q	IT Dactylis	3,16	3	pre	
FR	within	D-KLMQRT	D	4	0	6	25.06.2014	R	ES Dactylis	3,4	3	pre	
FR	within	D-KLMQRT	D	4	0	6	25.06.2014	T	CH Dactylis	5,46	3	pre	
FR	within	D-MNOPSU	D	4	0	6	25.06.2014	M	UK Dactylis	1,76	3	pre	
FR	within	D-MNOPSU	D	4	0	6	25.06.2014	N	FR Dactylis	11,37	3	pre	
FR	within	D-MNOPSU	D	4	0	6	25.06.2014	O	DE Dactylis	2,43	3	pre	
FR	within	D-MNOPSU	D	4	0	6	25.06.2014	P	HU Dactylis	3,37	3	pre	
FR	within	D-MNOPSU	D	4	0	6	25.06.2014	S	SE Dactylis	0,98	3	pre	
FR	within	D-MNOPSU	D	4	0	6	25.06.2014	U	TR Dactylis	6,31	3	pre	
FR	within	D-KOQSUV	D	4	0	6	25.06.2014	K	AT Dactylis	0,62	3	pre	
FR	within	D-KOQSUV	D	4	0	6	25.06.2014	O	DE Dactylis	5,67	3	pre	
FR	within	D-KOQSUV	D	4	0	6	25.06.2014	Q	IT Dactylis	4,7	3	pre	
FR	within	D-KOQSUV	D	4	0	6	25.06.2014	S	SE Dactylis	1,35	3	pre	
FR	within	D-KOQSUV	D	4	0	6	25.06.2014	U	TR Dactylis	7,58	3	pre	
FR	within	D-KOQSUV	D	4	0	6	25.06.2014	V	UA Dactylis	7,43	3	pre	
FR	within	D-LNORSV	D	4	0	6	25.06.2014	L	BE Dactylis	4,09	3	pre	
FR	within	D-LNORSV	D	4	0	6	25.06.2014	N	FR Dactylis	3,83	3	pre	
FR	within	D-LNORSV	D	4	0	6	25.06.2014	O	DE Dactylis	7,34	3	pre	
FR	within	D-LNORSV	D	4	0	6	25.06.2014	R	ES Dactylis	3,4	3	pre	
FR	within	D-LNORSV	D	4	0	6	25.06.2014	S	SE Dactylis	1,58	3	pre	
FR	within	D-LNORSV	D	4	0	6	25.06.2014	V	UA Dactylis	4,85	3	pre	
FR	within	D-O	D	4	0	1	25.06.2014	O	DE Dactylis	26,69	18	pre	
FR	within	D-LMS	D	4	0	3	25.06.2014	L	BE Dactylis	19,21	6	pre	
FR	within	D-LMS	D	4	0	3	25.06.2014	M	UK Dactylis	9,12	6	pre	
FR	within	D-LMS	D	4	0	3	25.06.2014	S	SE Dactylis	2,72	6	pre	
FR	within	D-P	D	4	0	1	25.06.2014	P	HU Dactylis	36,91	18	pre	
FR	within	D-T	D	4	0	1	25.06.2014	T	CH Dactylis	24,52	18	pre	
FR	within	D-V	D	4	0	1	25.06.2014	V	UA Dactylis	22,9	18	pre	
FR	within	C-NTU	C	5	0	3	25.06.2014	N	FR Dactylis	12,3	6	pre	
FR	within	C-NTU	C	5	0	3	25.06.2014	T	CH Dactylis	6,88	6	pre	
FR	within	C-NTU	C	5	0	3	25.06.2014	V	UA Dactylis	10,11	6	pre	
FR	within	C-KNPQTV	C	5	0	6	25.06.2014	K	AT Dactylis	0,28	3	pre	
FR	within	C-KNPQTV	C	5	0	6	25.06.2014	N	FR Dactylis	5,57	3	pre	
FR	within	C-KNPQTV	C	5	0	6	25.06.2014	P	HU Dactylis	2,21	3	pre	
FR	within	C-KNPQTV	C	5	0	6	25.06.2014	Q	IT Dactylis	4,18	3	pre	
FR	within	C-KNPQTV	C	5	0	6	25.06.2014	T	CH Dactylis	3,93	3	pre	
FR	within	C-KNPQTV	C	5	0	6	25.06.2014	V	UA Dactylis	10,43	3	pre	
FR	within	C-OQU	C	5	0	3	25.06.2014	O	DE Dactylis	5,84	6	pre	
FR	within	C-OQU	C	5	0	3	25.06.2014	Q	IT Dactylis	8,99	6	pre	
FR	within	C-OQU	C	5	0	3	25.06.2014	U	TR Dactylis	10,81	6	pre	
FR	within	C-S	C	5	0	1	25.06.2014	S	SE Dactylis	11,48	18	pre	
FR	within	C-MRV	C	5	0	3	25.06.2014	M	UK Dactylis	3,79	6	pre	
FR	within	C-MRV	C	5	0	3	25.06.2014	R	ES Dactylis	15,14	6	pre	
FR	within	C-MRV	C	5	0	3	25.06.2014	V	UA Dactylis	6,77	6	pre	
FR	within	C-LMOQRT	C	5	0	6	25.06.2014	L	BE Dactylis	4,66	3	pre	
FR	within	C-LMOQRT	C	5	0	6	25.06.2014	M	UK Dactylis	0,6	3	pre	
FR	within	C-LMOQRT	C	5	0	6	25.06.2014	O	DE Dactylis	14,87	3	pre	
FR	within	C-LMOQRT	C	5	0	6	25.06.2014	Q	IT Dactylis	3,79	3	pre	
FR	within	C-LMOQRT	C	5	0	6	25.06.2014	R	ES Dactylis	8,64	3	pre	
FR	within	C-LMOQRT	C	5	0	6	25.06.2014	T	CH Dactylis	5,6	3	pre	
FR	within	C-V	C	5	0	1	25.06.2014	V	UA Dactylis	31,23	18	pre	
FR	within	C-O	C	5	0	1	25.06.2014	O	DE Dactylis	21,76	17	pre	
FR	within	C-KNPSUV	C	5	0	6	25.06.2014	K	AT Dactylis	2,12	3	pre	
FR	within	C-KNPSUV	C	5	0	6	25.06.2014	N	FR Dactylis	3,55	3	pre	
FR	within	C-KNPSUV	C	5	0	6	25.06.2014	P	HU Dactylis	2,16	3	pre	
FR	within	C-KNPSUV	C	5	0	6	25.06.2014	S	SE Dactylis	0,75	3	pre	
FR	within	C-KNPSUV	C	5	0	6	25.06.2014	U	TR Dactylis	5,57	3	pre	
FR	within	C-KNPSUV	C	5	0	6	25.06.2014	V	UA Dactylis	9,62	3	pre	
FR	within	C-R	C	5	0	1	25.06.2014	R	ES Dactylis	48,63	18	pre	
FR	within	C-NQV	C	5	0	3	25.06.2014	N	FR Dactylis	4,73	6	pre	
FR	within	C-NQV	C	5	0	3	25.06.2014	Q	IT Dactylis	8,36	6	pre	
FR	within	C-NQV	C	5	0	3	25.06.2014	V	UA Dactylis	8,44	6	pre	
FR	within	C-KLOPRS	C	5	0	6	25.06.2014	K	AT Dactylis	1,09	3	pre	
FR	within	C-KLOPRS	C	5	0	6	25.06.2014	L	BE Dactylis	5,23	3	pre	
FR	within	C-KLOPRS	C	5	0	6	25.06.2014	O	DE Dactylis	3,73	3	pre	
FR	within	C-KLOPRS	C	5	0	6	25.06.2014	P	HU Dactylis	2,06	3	pre	
FR	within	C-KLOPRS	C	5	0	6	25.06.2014	R	ES Dactylis	8,4	3	pre	
FR	within	C-KLOPRS	C	5	0	6	25.06.2014	S	SE Dactylis	1,91	3	pre	
FR	within	D-KPS	D	6	0	3	25.06.2014	K	AT Dactylis	1,72	6	pre	
FR	within	D-KPS	D	6	0	3	25.06.2014	P	HU Dactylis	10,53	6	pre	
FR	within	D-KPS	D	6	0	3	25.06.2014	S	SE Dactylis	4,21	6	pre	
FR	within	D-S	D	6	0	1	25.06.2014	S	SE Dactylis	10,29	18	pre	
FR	within	D-KLOPRS	D	6	0	6	25.06.2014	K	AT Dactylis	4,38	3	pre	
FR	within	D-KLOPRS	D	6	0	6	25.06.2014	L	BE Dactylis	2,04	3	pre	
FR	within	D-KLOPRS	D	6	0	6	25.06.2014	O	DE Dactylis	2,64	3	pre	
FR	within	D-KLOPRS	D	6	0	6	25.06.2014	P	HU Dactylis	4,67	3	pre	
FR	within	D-KLOPRS	D	6	0	6	25.06.2014	R	ES Dactylis	3,45	3	pre	
FR	within	D-KLOPRS	D	6	0	6	25.06.2014	S	SE Dactylis	2,29	3	pre	
FR	within	D-OQU	D	6	0	3	25.06.2014	O	DE Dactylis	7,34	6	pre	
FR	within	D-OQU	D	6	0	3	25.06.2014	Q	IT Dactylis	10,35	6	pre	
FR	within	D-OQU	D	6	0	3	25.06.2014	U	TR Dactylis	5,46	6	pre	
FR	within	D-KNPSUV	D	6	0	6	25.06.2014	K	AT Dactylis	2,05	3	pre	
FR	within	D-KNPSUV	D	6	0	6	25.06.2014	N	FR Dactylis	5,41	3	pre	
FR	within	D-KNPSUV	D	6	0	6	25.06.2014	P	HU Dactylis	4,36	3	pre	
FR	within	D-KNPSUV	D	6	0	6	25.06.2014	S	SE Dactylis	1,64	3	pre	
FR	within	D-KNPSUV	D	6	0	6	25.06.2014	U	TR Dactylis	1,12	3	pre	
FR	within	D-KNPSUV	D	6	0	6	25.06.2014	V	UA Dactylis	5	3	pre	
FR	within	D-KNRTUV	D	6	0	6	25.06.2014	K	AT Dactylis	1,08	3	pre	
FR	within	D-KNRTUV	D	6	0	6	25.06.2014	N	FR Dactylis	3,26	3	pre	
FR	within	D-KNRTUV	D	6	0	6	25.06.2014	R	ES Dactylis	9,46	3	pre	
FR	within	D-KNRTUV	D	6	0	6	25.06.2014	T	CH Dactylis	6,82	3	pre	
FR	within	D-KNRTUV	D	6	0	6	25.06.2014	U	TR Dactylis	2,31	3	pre	
FR	within	D-KNRTUV	D	6	0	6	25.06.2014	V	UA Dactylis	4,49	3	pre	
FR	within	D-LMOQRT	D	6	0	6	25.06.2014	L	BE Dactylis	4,03	3	pre	
FR	within	D-LMOQRT	D	6	0	6	25.06.2014	M	UK Dactylis	4,04	3	pre	
FR	within	D-LMOQRT	D	6	0	6	25.06.2014	O	DE Dactylis	3,52	3	pre	
FR	within	D-LMOQRT	D	6	0	6	25.06.2014	Q	IT Dactylis	11,53	3	pre	
FR	within	D-LMOQRT	D	6	0	6	25.06.2014	R	ES Dactylis	5,86	3	pre	
FR	within	D-LMOQRT	D	6	0	6	25.06.2014	T	CH Dactylis	8,33	3	pre	
FR	within	D-L	D	6	0	1	25.06.2014	L	BE Dactylis	39,06	18	pre	
FR	within	D-KMO	D	6	0	3	25.06.2014	K	AT Dactylis	4,49	6	pre	
FR	within	D-KMO	D	6	0	3	25.06.2014	M	UK Dactylis	2,11	6	pre	
FR	within	D-KMO	D	6	0	3	25.06.2014	O	DE Dactylis	18,9	6	pre	
FR	within	D-M	D	6	0	1	25.06.2014	M	UK Dactylis	24,3	18	pre	
FR	within	D-K	D	6	0	1	25.06.2014	K	AT Dactylis	14,47	18	pre	
FR	within	D-LRS	D	6	0	3	25.06.2014	L	BE Dactylis	9,94	6	pre	
FR	within	D-LRS	D	6	0	3	25.06.2014	R	ES Dactylis	8,91	6	pre	
FR	within	D-LRS	D	6	0	3	25.06.2014	S	SE Dactylis	1,57	6	pre	
FR	phytometer	C-SI	C	1	1	3	25.09.2014	phyto 1	Dactylis glomerata	53,35	6	post	
FR	phytometer	C-SI	C	1	1	3	25.09.2014	phyto 2	Lotus corniculatus	25,71	6	post	
FR	phytometer	C-SI	C	1	1	3	25.09.2014	phyto 3	Plantago lanceolata	107,51	6	post	
FR	phytometer	C-LI	C	1	1	3	25.09.2014	phyto 1	Dactylis glomerata	14,8	6	post	
FR	phytometer	C-LI	C	1	1	3	25.09.2014	phyto 2	Lotus corniculatus	9,6	6	post	
FR	phytometer	C-LI	C	1	1	3	25.09.2014	phyto 3	Plantago lanceolata	270,18	6	post	
FR	phytometer	D-LI	D	2	1	3	25.09.2014	phyto 1	Dactylis glomerata	45,72	6	post	
FR	phytometer	D-LI	D	2	1	3	25.09.2014	phyto 2	Lotus corniculatus	4,55	6	post	
FR	phytometer	D-LI	D	2	1	3	25.09.2014	phyto 3	Plantago lanceolata	126,64	6	post	
FR	phytometer	D-SI	D	2	1	3	25.09.2014	phyto 1	Dactylis glomerata	80,99	6	post	
FR	phytometer	D-SI	D	2	1	3	25.09.2014	phyto 2	Lotus corniculatus	1,55	6	post	
FR	phytometer	D-SI	D	2	1	3	25.09.2014	phyto 3	Plantago lanceolata	119,27	6	post	
FR	phytometer	C-SII	C	3	1	3	25.09.2014	phyto 1	Dactylis glomerata	37,93	6	post	
FR	phytometer	C-SII	C	3	1	3	25.09.2014	phyto 2	Lotus corniculatus	20,37	6	post	
FR	phytometer	C-SII	C	3	1	3	25.09.2014	phyto 3	Plantago lanceolata	97,18	6	post	
FR	phytometer	C-LII	C	3	1	3	25.09.2014	phyto 1	Dactylis glomerata	73,34	6	post	
FR	phytometer	C-LII	C	3	1	3	25.09.2014	phyto 2	Lotus corniculatus	6,53	6	post	
FR	phytometer	C-LII	C	3	1	3	25.09.2014	phyto 3	Plantago lanceolata	108,56	6	post	
FR	phytometer	D-LII	D	4	1	3	25.09.2014	phyto 1	Dactylis glomerata	22,91	6	post	
FR	phytometer	D-LII	D	4	1	3	25.09.2014	phyto 2	Lotus corniculatus	3,65	6	post	
FR	phytometer	D-LII	D	4	1	3	25.09.2014	phyto 3	Plantago lanceolata	124,14	6	post	
FR	phytometer	D-SII	D	4	1	3	25.09.2014	phyto 1	Dactylis glomerata	40,56	6	post	
FR	phytometer	D-SII	D	4	1	3	25.09.2014	phyto 2	Lotus corniculatus	4,39	6	post	
FR	phytometer	D-SII	D	4	1	3	25.09.2014	phyto 3	Plantago lanceolata	51,25	6	post	
FR	phytometer	C-SIII	C	5	1	3	25.09.2014	phyto 1	Dactylis glomerata	41,34	6	post	
FR	phytometer	C-SIII	C	5	1	3	25.09.2014	phyto 2	Lotus corniculatus	19,49	6	post	
FR	phytometer	C-SIII	C	5	1	3	25.09.2014	phyto 3	Plantago lanceolata	80,17	6	post	
FR	phytometer	C-LIII	C	5	1	3	25.09.2014	phyto 1	Dactylis glomerata	45,12	6	post	
FR	phytometer	C-LIII	C	5	1	3	25.09.2014	phyto 2	Lotus corniculatus	21,05	6	post	
FR	phytometer	C-LIII	C	5	1	3	25.09.2014	phyto 3	Plantago lanceolata	126,91	6	post	
FR	phytometer	D-LIII	D	6	1	3	25.09.2014	phyto 1	Dactylis glomerata	56,63	6	post	
FR	phytometer	D-LIII	D	6	1	3	25.09.2014	phyto 2	Lotus corniculatus	6,03	6	post	
FR	phytometer	D-LIII	D	6	1	3	25.09.2014	phyto 3	Plantago lanceolata	98,82	6	post	
FR	phytometer	D-SIII	D	6	1	3	25.09.2014	phyto 1	Dactylis glomerata	60,64	6	post	
FR	phytometer	D-SIII	D	6	1	3	25.09.2014	phyto 2	Lotus corniculatus	5,79	6	post	
FR	phytometer	D-SIII	D	6	1	3	25.09.2014	phyto 3	Plantago lanceolata	111,64	6	post	
FR	species	C-134578	C	1	0	6	25.09.2014	1	Festuca arundinacea	44,12	3	post	
FR	species	C-134578	C	1	0	6	25.09.2014	3	Poa pratensis	0,84	3	post	
FR	species	C-134578	C	1	0	6	25.09.2014	4	Dactylis glomerata	45,6	3	post	
FR	species	C-134578	C	1	0	6	25.09.2014	5	Cerastium fontanum	2,63	3	post	
FR	species	C-134578	C	1	0	6	25.09.2014	7	Knautia arvensis	12,52	3	post	
FR	species	C-134578	C	1	0	6	25.09.2014	8	Taraxacum officinale	15,91	2	post	
FR	species	C-24a	C	1	1	3	25.09.2014	2	Trisetum flavescens	6,24	6	post	
FR	species	C-24a	C	1	1	3	25.09.2014	4	Dactylis glomerata	77,8	6	post	
FR	species	C-24a	C	1	1	3	25.09.2014	a	Lotus corniculatus	20,18	6	post	
FR	species	C-26b	C	1	1	3	25.09.2014	2	Trisetum flavescens	0,87	6	post	
FR	species	C-26b	C	1	1	3	25.09.2014	6	Plantago lanceolata	237,43	6	post	
FR	species	C-26b	C	1	1	3	25.09.2014	b	Trifolium pratense	189,61	6	post	
FR	species	C-2357ac	C	1	1	6	25.09.2014	2	Trisetum flavescens	15,81	3	post	
FR	species	C-2357ac	C	1	1	6	25.09.2014	3	Poa pratensis	1,73	3	post	
FR	species	C-2357ac	C	1	1	6	25.09.2014	5	Cerastium fontanum	1,59	3	post	
FR	species	C-2357ac	C	1	1	6	25.09.2014	7	Knautia arvensis	131,73	3	post	
FR	species	C-2357ac	C	1	1	6	25.09.2014	a	Lotus corniculatus	11,18	3	post	
FR	species	C-2357ac	C	1	1	6	25.09.2014	c	Vicia hirsuta	0	0	post	
FR	species	C-7	C	1	0	1	25.09.2014	7	Knautia arvensis	122,11	17	post	
FR	species	C-8	C	1	0	1	25.09.2014	8	Taraxacum officinale	85,99	18	post	
FR	species	C-357	C	1	0	3	25.09.2014	3	Poa pratensis	4,965684351	6	post	
FR	species	C-357	C	1	0	3	25.09.2014	5	Cerastium fontanum	5,789139545	6	post	
FR	species	C-357	C	1	0	3	25.09.2014	7	Knautia arvensis	157,1551761	6	post	
FR	species	C-2468ad	C	1	1	6	25.09.2014	2	Trisetum flavescens	6,91	3	post	
FR	species	C-2468ad	C	1	1	6	25.09.2014	4	Dactylis glomerata	67,74	3	post	
