/* DATA DESCRIPTION:
Citation:	Milcu, Alexandru; Puga-Freitas, Ruben; Ellison, Aaron M; Blouin, Manuel; Scheu, Stefan; Girin, Thomas; Freschet, Grégoire T; Rose, Laura; Scherer-Lorenzen, Michael; Barot, Sebastien; Lata, Jean-Christophe; Cesarz, Simone; Eisenhauer, Nico; Gigon, Agnès; Weigelt, Alexandra; Hansart, Amandine; Greiner, Anna; Pando, Anne; Gessler, Arthur; Grignani, Carlo; Assandri, Davide; Gleixner, Gerd; LeGalliard, Jean-Francois; Urban-Mead, Katherine; Zavattaro, Laura; Müller, Marina E H; Lange, Markus; Lukac, Martin; Bonkowski, Michael; Mannerheim, Neringa; Buchmann, Nina; Butenschoen, Olaf; Rotter, Paula; Seyhun, Rahme; Devidal, Sébastien; Kayler, Zachary; Roy, Jacques (2017): Data from 14 labortories testing the impact of introduced variability on the reproducibility of a microcosm ecological experiment. PANGAEA, https://doi.org/10.1594/PANGAEA.880980, 
	Supplement to: Milcu, A et al. (2018): Genotypic variability enhances the reproducibility of an ecological study. Nature Ecology & Evolution, 2, 279-287, https://doi.org/10.1038/s41559-017-0434-x
Abstract:	Although microcosm experiments are a frequent tool used to address fundamental ecological questions, there has been no quantitative assessment of the reproducibility of any microcosm experiment. This dataset contains the response variables measured in a multi-laboratory microcosm study in which the same microcosm experiment was repeated in 14 laboratories across Europe. All laboratories simultaneously run a simple microcosm experiment using grass (Brachypodium distachyon L.) monocultures and grass and legume (Medicago truncatula Gaertn.) mixtures. All twelve variables were then used to calculate the effect of the presence of nitrogen-fixing legume on the grass-legume mixtures (i.e. the net legume effect).
	The project tested a controversial hypotheses postulating that stringent levels of environmental and biotic standardization in experimental studies reduces reproducibility by amplifying impacts of lab-specific environmental factors not accounted for in the experimental design. This implies that the deliberate introduction of controlled systematic variability (CSV) in experimental designs can increase reproducibility. To test this hypothesis, each laboratory followed the same experimental protocol and introduced environmental and genotypic controlled systematic variability (CSV) within and among replicated microcosms established in either growth chambers (with stringent control of environmental conditions) or glasshouses (with more variable environmental conditions). Data were used to test the extent to which the effect size of the net legume effect varied with the CSV treatment and to estimate the number of laboratories that produced results that can be considered reproducible.
Parameter(s):	Laboratory (Lab) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Method comment (Method comm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: type of setup
	Identification (ID) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: Microcosm ID
	Block (Block) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Treatment (Treat) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: legume
	Treatment (Treat) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: controlled systematic variabiliy
	Genotype (Genotype) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: seed
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: shoot
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: root
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: total
	Root/shoot ratio (Root/shoot) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: biomass
	Brachypodium distachyon, height [cm] (B. distachyon height) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Nitrogen, shoot [%] (N shoot) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Carbon, shoot [%] (C shoot) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	δ15N [‰ air] (δ15N) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	δ13C [‰ PDB] (δ13C) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Evapotranspiration [ml/day] (ET) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Litter [g] (Litter) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: mass remaining
License:	Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported (CC-BY-NC-ND-3.0)
Size:	18824 data points
*/
Lab	Method comm	ID	Block	Treat (legume)	Treat (controlled systematic variabiliy)	Genotype	Biom dm [g] (seed)	Biom dm [g] (shoot)	Biom dm [g] (root)	Biom dm [g] (total)	Root/shoot	B. distachyon height [cm]	N shoot [%]	C shoot [%]	δ15N [‰ air]	δ13C [‰ PDB]	ET [ml/day]	Litter [g]
L9	growth_chamber	2	block1	B	CTR	B1	0.959	2.183	0.914	4.056	0.914	27.9	0.566	43.965	2.190	-32.753	111.3	0.76
L9	growth_chamber	3	block1	B	CTR	B1	1.052	1.881	0.938	3.871	0.938	22.9	0.787	44.461	1.854	-32.450	133.3	0.72
L9	growth_chamber	4	block1	B	ENVw	B1	1.648	2.154	1.619	5.421	1.619	26.7		44.945	2.909	-33.031	127.4	0.65
L9	growth_chamber	5	block1	B	ENVw	B1	1.876	2.277	0.662	4.815	0.662	25.0	0.612	44.555	3.335	-32.339	115.1	0.71
L9	growth_chamber	6	block1	B	ENVw	B1	2.029	1.940	0.961	4.930	0.961	23.8	0.571	44.906	2.899	-32.658	120.3	0.46
L9	growth_chamber	7	block1	B	ENVb	B1	1.078	2.052	0.919	4.049	0.919	26.6	0.532	44.268	1.859	-32.817	132.6	0.53
L9	growth_chamber	8	block1	B	ENVb	B1	1.935	1.880	0.676	4.491	0.676	22.1	0.723	44.512	4.320	-33.103	130.8	0.33
L9	growth_chamber	9	block1	B	ENVb	B1	1.681	1.867	0.674	4.222	0.674	23.7	0.733	44.451	3.628	-32.718	121.9	0.43
L9	growth_chamber	10	block1	B	GENw	B2	0.351	2.042	0.740	3.133	0.740	29.4	0.689	44.510	2.547	-31.903	103.0	0.48
L9	growth_chamber	11	block1	B	GENw	B2	0.100	1.726	1.128	2.954	1.128	28.5	0.639	44.423	2.758	-31.905	106.1	0.60
L9	growth_chamber	12	block1	B	GENw	B2	0.356	1.821	0.693	2.870	0.693	34.9	0.810	44.465	2.769	-31.861	119.9	0.33
L9	growth_chamber	13	block1	B	GENb	B1	1.391	2.014	0.800	4.205	0.800	26.2	0.767	44.440	2.288	-33.193	132.2	0.61
L9	growth_chamber	14	block1	B	GENb	B2	0.334	1.965	0.995	3.294	0.995	26.8	0.681	44.717	2.597	-31.714	118.3	0.65
L9	growth_chamber	15	block1	B	GENb	B2	0.434	1.868	1.138	3.440	1.138			44.328	2.865	-31.814	98.1	0.63
L9	growth_chamber	16	block1	B	ENVw+GENw	B2	0.558	2.268	1.166	3.992	1.166	28.9	0.710	43.789	3.163	-31.471	114.1	0.73
L9	growth_chamber	17	block1	B	ENVw+GENw	B2	0.597	2.387	1.260	4.244	1.260	21.1	0.734	44.374	3.157	-31.898	110.4	0.60
L9	growth_chamber	18	block1	B	ENVw+GENw	B2	0.412	2.308	0.700	3.420	0.700	17.6	0.784	43.570	3.856	-31.744	115.4	0.43
L9	growth_chamber	19	block1	BM	CTR	B1	0.426	2.811	1.754	4.991	1.754	27.7	0.585	43.867	2.014	-31.844	130.7	0.80
L9	growth_chamber	20	block1	BM	CTR	B1	0.963	1.823	1.144	3.930	1.144	33.5	0.701	44.478	1.855	-32.998	127.4	0.65
L9	growth_chamber	21	block1	BM	CTR	B1	0.725	3.403		7.260		27.6	0.620	45.029	2.725	-32.909	160.1	0.37
L9	growth_chamber	22	block1	BM	ENVw	B1	0.786	3.090	2.299	6.175	2.299	25.5	0.683	44.451	2.497	-32.671	133.8	0.61
L9	growth_chamber	23	block1	BM	ENVw	B1	0.989	3.652	1.913	6.554	1.913	27.0	0.617	44.756	3.532	-32.684	169.3	0.45
L9	growth_chamber	24	block1	BM	ENVw	B1	1.241	3.114	1.733	6.088	1.733	25.2	0.631	44.724	2.774	-32.721	158.2	0.40
L9	growth_chamber	25	block1	BM	ENVb	B1	0.853	1.956	2.018	4.827	2.018	31.0	0.627	44.588	1.694	-32.762	121.1	0.48
L9	growth_chamber	26	block1	BM	ENVb	B1	0.709	3.654	2.595	6.958	2.595	25.5	0.553	44.566	3.034	-32.850	148.3	0.61
L9	growth_chamber	27	block1	BM	ENVb	B1	0.841	2.194	1.507	4.542	1.507	26.9	0.669	44.196	3.949	-32.954	132.5	0.49
L9	growth_chamber	28	block1	BM	GENw	B1	0.393	2.155	1.255	3.803	1.255	18.0	0.617	43.997	2.483	-31.875	117.7	0.57
L9	growth_chamber	29	block1	BM	GENw	B1	0.028	3.175	1.177	4.380	1.177	13.0	0.814	44.465	2.438	-31.202	124.7	0.41
L9	growth_chamber	30	block1	BM	GENw	B1	0.395	1.872	0.988	3.255	0.988	15.6	0.874	43.572	2.398	-31.771	121.5	0.40
L9	growth_chamber	31	block1	BM	GENb	B1	0.508	2.128	0.924	3.560	0.924	30.4	0.637	44.197	1.692	-32.684	153.8	0.42
L9	growth_chamber	32	block1	BM	GENb	B1	0.260	3.232	1.660	5.152	1.660	26.1	0.740	44.463	1.692	-31.655	142.6	0.59
L9	growth_chamber	33	block1	BM	GENb	B1	0.243	1.660	1.000	2.903	1.000	16.6	0.660	44.097	2.106	-31.893	103.1	0.41
L9	growth_chamber	34	block1	BM	ENVw+GENw	B1	0.827	2.274	1.107	4.208	1.107	15.8	0.789	43.869	4.220	-31.229	129.7	0.39
L9	growth_chamber	35	block1	BM	ENVw+GENw	B1	0.463	2.416	1.074	3.953	1.074	17.1	0.684	43.763	3.063	-31.921	129.4	0.41
L9	growth_chamber	36	block1	BM	ENVw+GENw	B1	0.413	2.586	2.020	5.019	2.020	17.1	0.637	44.679	3.276	-32.167	129.9	0.64
L9	growth_chamber	37	block2	B	CTR	B1	1.227	1.966	0.915	4.108	0.915	27.6	0.704	44.364	1.922	-32.523	126.9	0.77
L9	growth_chamber	38	block2	B	CTR	B1	1.183	1.689	0.765	3.637	0.765	25.3	0.558		2.740	-32.560	125.8	0.79
L9	growth_chamber	39	block2	B	CTR	B1	1.312	2.090	0.109	3.511	0.109	25.8	0.592	44.817	1.644	-32.364	124.2	0.70
L9	growth_chamber	40	block2	B	ENVw	B1	1.810	1.902	0.816	4.528	0.816	23.9	0.660	44.894	3.440	-32.536	134.9	0.38
L9	growth_chamber	41	block2	B	ENVw	B1	1.467	2.015	0.761	4.243	0.761	25.7	0.624	44.579	2.942	-32.353	134.2	0.60
L9	growth_chamber	42	block2	B	ENVw	B1	2.270	2.139	0.915	5.324	0.915	23.6	0.854	44.142	3.316	-32.334	146.9	0.44
L9	growth_chamber	43	block2	B	ENVb	B1	1.543	1.943	0.910	4.396	0.910	22.4	0.642		3.248	-32.420	143.0	0.58
L9	growth_chamber	44	block2	B	ENVb	B1	1.250	1.779	0.762	3.791	0.762	23.2	0.723	44.236	2.859	-32.397	129.9	0.46
L9	growth_chamber	45	block2	B	ENVb	B1	1.649	2.021	0.775	4.445	0.775	25.5	0.625	44.610	3.778	-32.425	124.9	0.55
L9	growth_chamber	46	block2	B	GENw	B2	0.456	1.630	0.879	2.965	0.879	20.0	0.702	44.837	2.335	-31.658	102.6	0.42
L9	growth_chamber	47	block2	B	GENw	B2	0.465	1.963	0.918	3.346	0.918	29.4	0.714	44.511	1.782	-31.772	112.7	0.59
L9	growth_chamber	48	block2	B	GENw	B2	0.533	1.966	1.241	3.740	1.241	17.7	0.762	44.329	2.095	-31.479	99.0	0.56
L9	growth_chamber	49	block2	B	GENb	B1	1.387	1.898	0.680	3.965	0.680	24.5	0.633	43.935	1.943	-32.374	134.0	0.54
L9	growth_chamber	50	block2	B	GENb	B2	0.588	2.680	1.391	4.659	1.391	26.7	0.610	43.762	2.943	-31.008	116.8	0.68
L9	growth_chamber	51	block2	B	GENb	B2	0.947	1.587	1.207	3.741	1.207	19.4	0.651	45.203	1.668	-32.264	124.3	0.62
L9	growth_chamber	52	block2	B	ENVw+GENw	B2	0.542	1.902	1.832	4.276	1.832	16.7	0.694	44.892	2.730	-31.587	116.8	0.52
L9	growth_chamber	53	block2	B	ENVw+GENw	B2	1.232	2.175	1.130	4.537	1.130	21.3	0.738	44.321	2.823	-32.213	147.0	0.55
L9	growth_chamber	54	block2	B	ENVw+GENw	B2	0.536	2.159	1.320	4.015	1.320	30.0	0.691	43.981	3.116	-31.354	124.3	0.68
L9	growth_chamber	55	block2	BM	CTR	B1	1.140	3.518		8.554		25.6	0.603	44.459	1.821	-32.615	147.8	0.59
L9	growth_chamber	56	block2	BM	CTR	B1	1.086	3.291	2.391	6.768	2.391	26.6	0.698	44.261	2.629	-32.315	155.6	0.86
L9	growth_chamber	57	block2	BM	CTR	B1	1.086	1.924	1.437	4.447	1.437	24.8	0.739	44.305	2.792	-32.209	137.9	0.43
L9	growth_chamber	58	block2	BM	ENVw	B1	0.805	2.559	1.087	4.451	1.087	23.3	0.642	44.435	2.341	-31.928	151.0	0.53
L9	growth_chamber	59	block2	BM	ENVw	B1	0.968	3.367	1.560	5.895	1.560	25.2	0.676	44.600	3.184	-32.206		0.43
L9	growth_chamber	60	block2	BM	ENVw	B1	0.597	3.803	2.276	6.676	2.276	26.5	0.573	43.889	3.622	-32.605		0.83
L9	growth_chamber	61	block2	BM	ENVb	B1	0.956	4.133	1.889	6.978	1.889	25.4	0.581	44.314	3.028	-32.515	148.6	0.57
L9	growth_chamber	62	block2	BM	ENVb	B1	1.087	3.515	1.584	6.186	1.584	24.3	0.736	44.358	3.085	-32.427	164.2	0.35
L9	growth_chamber	63	block2	BM	ENVb	B1	0.697	3.486		9.210		22.5	0.608	43.689	3.474	-32.487	168.6	
L9	growth_chamber	64	block2	BM	GENw	B1	0.390	1.741	1.918	4.049	1.918	16.5	0.635	44.061	0.987	-31.878	128.3	0.57
L9	growth_chamber	65	block2	BM	GENw	B1	0.015	1.413	1.081	2.509	1.081			43.475	1.357		95.5	
L9	growth_chamber	66	block2	BM	GENw	B1	0.316	2.932	1.022	4.270	1.022	26.9	0.597	43.963	1.513	-31.894	130.9	
L9	growth_chamber	67	block2	BM	GENb	B1	1.158	3.565		9.825		23.6	0.659	44.154	2.751	-32.509	160.4	0.46
L9	growth_chamber	68	block2	BM	GENb	B1	0.292	2.212	1.646	4.150	1.646	18.4	0.694	43.796	2.807	-31.985	120.3	0.49
L9	growth_chamber	69	block2	BM	GENb	B1	0.515	2.824	1.877	5.216	1.877	20.0	0.709	44.093	2.850	-31.706	124.0	0.59
L9	growth_chamber	70	block2	BM	ENVw+GENw	B1	0.413	2.179	1.525	4.117	1.525	25.5	0.664	44.409	2.448	-31.425	127.3	0.54
L9	growth_chamber	71	block2	BM	ENVw+GENw	B1	0.271		2.467	6.944	2.467	25.5	0.694	44.348	4.028	-30.772	153.2	0.50
L9	growth_chamber	72	block2	BM	ENVw+GENw	B1	0.401	2.576	2.127	5.104	2.127	21.0	0.562	44.094	3.091	-31.914	131.9	0.77
L10	growth_chamber	1	block1	B	CTR	B1	2.646	2.708	3.749	9.103	3.749	24.7	1.069	44.668	3.377	-30.135	143.8	0.83
L10	growth_chamber	2	block1	B	CTR	B1	3.400	2.205	0.974	6.579	0.974	22.8	1.195	43.760	3.216	-29.933	117.1	0.71
L10	growth_chamber	3	block1	B	CTR	B1	3.329	2.203	0.996	6.528	0.996	23.9	1.051	43.121	2.915	-29.870	118.7	
L10	growth_chamber	4	block1	B	ENVw	B1	3.301	2.717	0.957	6.975	0.957	25.3	1.154	43.163	3.377	-30.375	280.2	0.78
L10	growth_chamber	5	block1	B	ENVw	B1	3.383	2.868	4.101	10.352	4.101	25.8	1.110	42.912	2.827	-30.269	283.5	0.61
L10	growth_chamber	6	block1	B	ENVw	B1	3.330	2.562	1.584	7.476	1.584	25.0	1.190	43.406	2.664	-30.184	276.7	0.43
L10	growth_chamber	7	block1	B	ENVb	B1	3.582	2.270	1.397	7.249	1.397	23.7		42.650	2.897	-29.962	123.6	0.49
L10	growth_chamber	8	block1	B	ENVb	B1	3.231	2.193	2.107	7.531	2.107	22.7		42.659	3.275	-29.955	114.0	0.60
L10	growth_chamber	9	block1	B	ENVb	B1	2.718	2.209	3.207	8.134	3.207	23.9	1.094	43.307	3.085	-30.226	121.8	0.64
L10	growth_chamber	10	block1	B	GENw	B2	2.277	4.123	3.273	9.673	3.273	33.7	1.191	44.450	2.905	-29.627	268.6	0.50
L10	growth_chamber	11	block1	B	GENw	B2	2.521	3.783	3.041	9.345	3.041	31.3	0.971	43.578	2.701	-29.527	267.1	0.56
L10	growth_chamber	12	block1	B	GENw	B2	2.196	3.796	3.010	9.002	3.010	32.3	1.055	43.951	3.063	-29.930	264.7	0.53
L10	growth_chamber	13	block1	B	GENb	B1	3.410	2.426	1.438	7.274	1.438	23.3		43.192	3.115	-29.849	116.5	0.70
L10	growth_chamber	14	block1	B	GENb	B2	2.088	3.654	2.810	8.552	2.810	28.5	1.138	43.903	3.572	-29.660	129.9	0.62
L10	growth_chamber	15	block1	B	GENb	B2	2.369	4.280	2.747	9.396	2.747	35.2	1.136	43.736	3.286	-29.602	133.6	0.44
L10	growth_chamber	16	block1	B	ENVw+GENw	B2	1.609	3.052	2.834	7.495	2.834	34.3	1.103	43.793	3.904	-29.913	269.6	0.49
L10	growth_chamber	17	block1	B	ENVw+GENw	B2	1.489	3.359	2.151	6.999	2.151	31.8	1.220	45.040	3.533	-30.125	239.9	0.53
L10	growth_chamber	18	block1	B	ENVw+GENw	B2	1.538	2.919	3.454	7.911	3.454	29.5		42.966	4.058	-29.576	256.7	0.68
L10	growth_chamber	19	block1	BM	CTR	B1	1.396	7.720	3.374	12.490	3.374	20.2	1.222	44.099	2.610	-29.782	119.8	0.60
L10	growth_chamber	20	block1	BM	CTR	B1	1.155	8.114	3.916	13.185	3.916	18.2	1.183	43.352	2.614	-29.389	110.4	0.84
L10	growth_chamber	21	block1	BM	CTR	B1	0.996	7.813	3.155	11.964	3.155	19.8	1.109	39.546	2.441	-30.160	118.2	0.57
L10	growth_chamber	22	block1	BM	ENVw	B1	1.275	6.885	2.376	10.536	2.376	22.0	1.123	40.333	2.719	-30.278	306.6	0.60
L10	growth_chamber	23	block1	BM	ENVw	B1	1.143	6.546	4.200	11.889	4.200	19.7	1.063	39.440	2.396	-30.128	290.2	0.50
L10	growth_chamber	24	block1	BM	ENVw	B1	1.267	6.728	4.426	12.421	4.426	20.3	1.051	39.765	2.571	-30.481	280.6	0.80
L10	growth_chamber	25	block1	BM	ENVb	B1	1.131	7.990	3.232	12.353	3.232	18.3	1.078	39.639	2.547	-30.225	132.5	0.52
L10	growth_chamber	26	block1	BM	ENVb	B1	1.303	6.778	3.466	11.547	3.466	19.0					120.0	0.50
L10	growth_chamber	27	block1	BM	ENVb	B1	0.935	7.135	2.401	10.471	2.401	19.5	0.712	41.846	2.123	-29.747	141.9	0.65
L10	growth_chamber	28	block1	BM	GENw	B1	1.104	7.166	3.728	11.998	3.728	26.3	0.682	40.147	2.171	-30.366	282.2	0.51
L10	growth_chamber	29	block1	BM	GENw	B1	1.021	6.772	3.181	10.974	3.181	26.5	0.812	39.695	1.639	-29.644	278.3	0.60
L10	growth_chamber	30	block1	BM	GENw	B1	0.643	7.780	3.330	11.753	3.330	28.0	0.638	40.657	2.107	-29.556	284.6	0.78
L10	growth_chamber	31	block1	BM	GENb	B1	1.131	7.750	3.314	12.195	3.314	20.0	0.764	40.182	1.482	-29.946	131.5	0.51
L10	growth_chamber	32	block1	BM	GENb	B1	0.929	7.572	4.540	13.041	4.540	22.3	0.744	40.214	1.636	-29.921	135.6	0.55
L10	growth_chamber	33	block1	BM	GENb	B1	0.783	7.261	3.581	11.625	3.581	26.0	0.765	41.598	1.875	-29.559	147.3	0.66
L10	growth_chamber	34	block1	BM	ENVw+GENw	B1	0.771	7.826	2.697	11.294	2.697	26.5	0.715	41.536	1.614	-29.606	271.3	0.53
L10	growth_chamber	35	block1	BM	ENVw+GENw	B1	1.358	5.967	2.357	9.682	2.357	28.2	1.375	41.686	1.973	-30.114	263.1	0.53
L10	growth_chamber	36	block1	BM	ENVw+GENw	B1	0.567	7.066	2.555	10.188	2.555	35.0	0.751	41.778	2.030	-29.797	282.6	0.52
L10	growth_chamber	37	block2	B	CTR	B1	4.197	2.423	1.421	8.041	1.421	22.0	1.399	40.816	3.093	-29.927	154.9	0.47
L10	growth_chamber	38	block2	B	CTR	B1	3.923	2.344	1.021	7.288	1.021	20.9	0.818	40.749	3.055	-29.978	155.4	0.48
L10	growth_chamber	39	block2	B	CTR	B1	3.481	2.415	1.536	7.432	1.536	20.8	0.773	42.468	2.767	-29.835	155.3	0.44
L10	growth_chamber	40	block2	B	ENVw	B1	3.221	2.708	2.107	8.036	2.107	24.3	0.736	42.139	3.005	-30.550	281.7	0.58
L10	growth_chamber	41	block2	B	ENVw	B1	3.278	2.651	1.014	6.943	1.014	24.2	0.776	42.481	2.977	-30.574	262.3	0.49
L10	growth_chamber	42	block2	B	ENVw	B1	3.046	2.600	2.533	8.179	2.533	24.3	0.738	41.410	2.752	-30.560	277.4	0.59
L10	growth_chamber	43	block2	B	ENVb	B1	3.808	2.198	1.045	7.051	1.045	23.2	1.717	41.929	3.036	-30.450	161.6	0.48
L10	growth_chamber	44	block2	B	ENVb	B1	3.100	1.943	1.520	6.563	1.520	21.5	0.658	42.061	3.154	-30.358	166.6	0.66
L10	growth_chamber	45	block2	B	ENVb	B1	3.042	2.406	1.481	6.929	1.481	22.4	0.695	42.037	2.890	-30.633	164.5	0.52
L10	growth_chamber	46	block2	B	GENw	B2	2.180	3.136	2.250	7.566	2.250	29.9	0.635	41.516	3.136	-30.158	261.4	0.52
L10	growth_chamber	47	block2	B	GENw	B2	2.249	3.860	2.465	8.574	2.465	32.3	0.793	41.195	3.047	-30.111	247.7	0.69
L10	growth_chamber	48	block2	B	GENw	B2	3.101	3.257	1.506	7.864	1.506	24.8	0.662	42.213	2.995	-29.914	258.9	0.47
L10	growth_chamber	49	block2	B	GENb	B1	3.338	2.472	1.324	7.134	1.324	23.7	0.699	40.381	2.875	-30.421	113.6	0.46
L10	growth_chamber	50	block2	B	GENb	B2	2.537	3.503	2.856	8.896	2.856	25.5	0.730	42.300	3.384	-30.178	146.8	0.45
L10	growth_chamber	51	block2	B	GENb	B2	2.731	4.004	2.579	9.314	2.579	31.2	0.787	43.302	3.116	-29.804	163.5	0.48
L10	growth_chamber	52	block2	B	ENVw+GENw	B2	1.892	3.258	2.497	7.647	2.497	32.4	0.698	41.479	3.985	-30.652	267.1	0.52
L10	growth_chamber	53	block2	B	ENVw+GENw	B2	1.800	2.776	1.088	5.664	1.088	30.8	0.760	41.905	4.052	-30.510	275.0	0.56
L10	growth_chamber	54	block2	B	ENVw+GENw	B2	1.940	2.923	1.119	5.982	1.119	30.8	0.650	41.521	3.521	-30.581	266.9	0.56
L10	growth_chamber	55	block2	BM	CTR	B1	0.945	7.664	4.300	12.909	4.300	18.7	0.667	40.710	2.440	-29.978	138.9	
L10	growth_chamber	56	block2	BM	CTR	B1	1.134	7.988	4.306	13.428	4.306	20.7	1.611	40.359	2.854	-29.838	155.1	
L10	growth_chamber	57	block2	BM	CTR	B1	0.969	7.297	2.777	11.043	2.777	20.0	0.687	40.923	2.447	-30.201	159.6	0.64
L10	growth_chamber	58	block2	BM	ENVw	B1	0.717	7.807	4.641	13.165	4.641	20.0	0.740	40.130	2.671	-30.575	266.9	0.65
L10	growth_chamber	59	block2	BM	ENVw	B1	0.878	7.862	4.223	12.963	4.223	22.0	0.784	40.373	2.353	-30.551	271.8	0.74
L10	growth_chamber	60	block2	BM	ENVw	B1	1.029	7.421	3.851	12.301	3.851	20.3	0.764	41.128		-30.478	263.4	0.51
L10	growth_chamber	61	block2	BM	ENVb	B1	1.381	7.966	5.337	14.684	5.337	20.3	0.750	41.605	2.276	-29.992	161.1	0.48
L10	growth_chamber	62	block2	BM	ENVb	B1	1.738	6.824	2.815	11.377	2.815	22.8	0.642	41.202	2.257	-30.190	154.1	0.56
L10	growth_chamber	63	block2	BM	ENVb	B1	0.875	8.001	3.823	12.699	3.823	19.3	0.802	41.377	2.160	-30.220	148.1	0.69
L10	growth_chamber	64	block2	BM	GENw	B1	1.046	6.748	2.894	10.688	2.894	25.8	0.720	41.512	2.390	-29.987	286.4	0.56
L10	growth_chamber	65	block2	BM	GENw	B1	1.009	6.959	3.310	11.278	3.310	26.2	1.667	41.400	2.195	-29.963	263.3	0.57
L10	growth_chamber	66	block2	BM	GENw	B1	0.770	6.569	3.562	10.901	3.562	26.5	0.733	41.401	2.365	-30.187	274.5	0.60
L10	growth_chamber	67	block2	BM	GENb	B1	1.223	7.713	2.908	11.844	2.908	20.7	0.982	39.602	2.192	-29.950	168.5	0.84
L10	growth_chamber	68	block2	BM	GENb	B1	0.811	7.433	3.661	11.905	3.661	23.5	0.765	40.797	2.364	-30.280	166.1	0.53
L10	growth_chamber	69	block2	BM	GENb	B1	0.661	6.797	2.875	10.333	2.875	26.8	0.789	40.671	2.130	-30.169	167.8	0.55
L10	growth_chamber	70	block2	BM	ENVw+GENw	B1	0.922	5.087	2.481	8.490	2.481	33.3	0.723	41.640	2.831	-30.356	215.4	0.52
L10	growth_chamber	71	block2	BM	ENVw+GENw	B1	0.961	5.987	3.042	9.990	3.042	31.3	0.787	41.336		-30.568	254.6	0.54
L10	growth_chamber	72	block2	BM	ENVw+GENw	B1	0.948	6.413	2.668	10.029	2.668	28.8	0.653	41.556	1.985	-30.406	261.1	0.73
L11	greenhouse	1	block1	B	CTR	B1	5.495	2.715	0.428	8.638	0.428	34.2	2.210	43.323	4.044	-31.888	208.7	0.50
L11	greenhouse	2	block1	B	CTR	B1	3.599	2.278	0.460	6.337	0.460	31.5	2.213	44.453	5.299	-32.392	243.4	0.60
L11	greenhouse	3	block1	B	CTR	B1	4.556	2.495	0.515	7.566	0.515	33.0	2.179	42.971	4.740	-32.426	205.6	0.58
L11	greenhouse	4	block1	B	ENVw	B1	3.467	2.483	0.857	6.807	0.857	29.0	2.083	42.763	3.633	-32.777	214.2	0.44
L11	greenhouse	5	block1	B	ENVw	B1	4.424	2.513	0.740	7.677	0.740	30.1	2.005	42.027	3.255	-32.099	216.3	0.71
L11	greenhouse	6	block1	B	ENVw	B1	3.954	2.223	0.525	6.702	0.525	31.5	2.142	43.116	3.698	-32.439	222.5	0.46
L11	greenhouse	7	block1	B	ENVb	B1	4.530	3.091	0.540	8.161	0.540	32.6	2.199	43.301	4.069	-32.426	225.0	0.59
L11	greenhouse	8	block1	B	ENVb	B1	4.595	2.508	0.559	7.662	0.559	30.1	2.275	42.800	3.263	-32.415	215.9	0.51
L11	greenhouse	9	block1	B	ENVb	B1	5.313	2.602	0.636	8.551	0.636	30.3	1.907	42.393	3.775	-31.628	211.5	0.59
L11	greenhouse	10	block1	B	GENw	B2	5.950	4.643	0.788	11.381	0.788	37.0	2.051	44.445	5.377	-30.986	267.8	0.63
